id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20690169,Well loved home in Greenbank,6660816,Adela,,Easton,51.46824,-2.55656,Entire home/apt,84,2,40,2017-10-08,0.85,1,64
20695815,The  Box Room 4,57242974,John,,Eastville,51.47355,-2.55969,Private room,17,5,37,2017-12-18,0.96,4,35
20701453,Room for 2 near iconic Bristol's Downs,57397967,Rob,,Westbury-on-Trym & Henleaze,51.47711,-2.60917,Private room,80,1,5,2021-06-13,0.11,1,348
20780388,Modern room in great location - on street parking,24299197,Aline,,Cotham,51.46493,-2.60202,Private room,63,2,73,2019-10-28,1.62,2,341
20795456,"Room in the heart of Bristol, city centre",96943707,Sabrina,,Central,51.45111,-2.59183,Private room,35,1,22,2019-09-15,0.68,1,165
20823818,Charlotte's Charming Clifton Flat - Hopewell,65192629,Hopewell,,Clifton Down,51.45909,-2.61036,Entire home/apt,84,1,119,2019-07-01,2.69,122,0
20878593,Delightful Grade II flat with off street parking,61565193,Sarah & Chris,,Cotham,51.46336,-2.59753,Entire home/apt,83,2,179,2019-11-30,8.44,1,159
20880771,Well equipped studio flat near city centre,149945056,Ian,,Easton,51.46087,-2.55741,Entire home/apt,50,2,112,2021-05-21,3.08,1,141
20980557,Modern & spacious apartment near the city centre.,150983756,Tony & Anna,,Filwood,51.43231,-2.6031,Entire home/apt,88,1,163,2019-11-09,6.25,1,157
21008930,"Lovely apartment with  pool, gym and woods",7254449,Tamsin,,Stoke Bishop,51.47241,-2.64247,Entire home/apt,200,1,36,2018-11-18,0.79,2,11
21073476,Cosy single room Bohemia Central,119777015,Louise,,Ashley,51.46602,-2.58512,Private room,24,1,78,2019-09-22,2.09,2,21
21078143,Self-contained Victorian Flat near Whiteladies Rd,124064936,Sarah,,Clifton Down,51.46673,-2.60855,Entire home/apt,75,2,165,2018-10-06,4.46,1,213
21078150,Stylish double room with high ceilings and a view,82428149,Jess,,Bishopston & Ashley Down,51.47869,-2.57826,Private room,31,1,24,2018-09-07,0.67,1,196
21108060,Prime Clifton Location - R&R Guesthouse #1,403430235,James,,Clifton Down,51.46,-2.61025,Entire home/apt,141,2,87,2020-07-25,2.10,14,336
21115568,Huge ensuite bedroom midweek city  breaks and work,116501636,Mimi,,Knowle,51.43453,-2.57739,Private room,60,2,0,,,2,90
21115860,Bristol Mansion apartment with off street parking.,116501636,Mimi,,Knowle,51.43593,-2.5768,Entire home/apt,150,2,5,2021-05-04,0.23,2,83
21146053,Bright and peaceful apartment close to centre,12169124,Edna,,St George West,51.45945,-2.54305,Entire home/apt,75,2,34,2020-08-30,1.81,1,40
21212601,Spaciously Georgian Clifton Flat,65192629,Hopewell,,Clifton Down,51.45823,-2.60999,Entire home/apt,125,1,18,2019-08-24,0.39,122,0
21217506,Quirky Cosy Cabin Near Bristol City Centre.,6865698,Kirsty,,Ashley,51.46462,-2.58903,Private room,29,1,257,2021-06-13,6.36,1,333
21236000,Entire flat with great views and a flexible host!,45572644,Liz,,St George Central,51.463,-2.53226,Entire home/apt,42,7,88,2021-01-28,2.28,1,321
21238496,"Cozy room in central Bristol, Stokes Croft",35506760,Donna,,Ashley,51.46313,-2.58848,Private room,34,1,305,2021-04-24,6.83,1,22
21245658,EcoCity Living in an inner city strawbale home.,296064386,Catherine,,Filwood,51.42584,-2.58523,Entire home/apt,50,2,262,2020-09-24,6.42,1,49
21248567,1 Bed Flat 7-min walk from Temple Meads,24353321,Adele,,Windmill Hill,51.4449,-2.57914,Entire home/apt,110,2,37,2020-10-03,0.84,1,104
21270743,Prince Street Studio 13,65192629,Hopewell,,Central,51.4506,-2.59656,Entire home/apt,84,1,61,2018-09-11,1.57,122,0
21388405,Christmas Steps 2 Bed next to BRI hospital,65192629,Hopewell,,Central,51.45695,-2.59698,Entire home/apt,138,1,87,2019-09-24,2.12,122,27
21406331,Quayside townhouse on Bristol's historic harbour,155097413,Martin,,Hotwells & Harbourside,51.44638,-2.6186,Entire home/apt,220,2,191,2019-12-12,4.42,1,63
21431303,Bright Double Room in Stylish House,53734866,Marcus,,Windmill Hill,51.44077,-2.5825,Private room,39,2,219,2020-10-10,5.16,1,159
21454678,"Georgian Townhouse, 3 Berkeley Square, Clifton",5475166,Tina,,Hotwells & Harbourside,51.45493,-2.60591,Entire home/apt,690,1,79,2019-09-22,2.05,4,245
21470866,"Private bed & bath with TV, centre Clifton Village",9780937,Ali,,Clifton,51.45611,-2.62082,Private room,46,1,112,2021-06-13,2.71,1,329
21514520,Oakfield Place - yourapartment,125651447,Your Apartment,,Clifton Down,51.45956,-2.6118,Entire home/apt,199,1,31,2021-05-30,0.70,75,301
21545200,Cosy double room in a clean apartment,90590703,Agi,,Henbury & Brentry,51.51174,-2.6324,Private room,23,2,7,2018-08-05,0.16,1,344
21558913,Luxury Victorian Garden Apartment Sleeps 8,156764226,Mark,,Horfield,51.49257,-2.58292,Entire home/apt,129,1,48,2019-02-13,1.10,1,314
21625540,"Bright, Self Contained, En-suite, Private Access",31102099,Jessica,,Knowle,51.43642,-2.57896,Entire home/apt,56,2,202,2019-07-19,5.72,1,325
21654544,A beautiful 1 bed Victorian apartment in Cotham,6040006,Mike,,Cotham,51.46523,-2.59548,Entire home/apt,85,1,57,2020-09-26,1.76,1,4
21672041,Prince Street Studio 12,65192629,Hopewell,,Central,51.45056,-2.59623,Entire home/apt,71,1,123,2020-02-06,3.14,122,148
21672726,Prince Street 15,65192629,Hopewell,,Central,51.4506,-2.59656,Hotel room,84,1,31,2018-03-22,0.71,122,62
21680387,Riverside House - 3 bedroom apartment,125651447,Your Apartment,,Central,51.45215,-2.59297,Entire home/apt,200,1,55,2021-05-15,1.36,75,311
21706600,What a view!,27909992,Jeremy,,St George Troopers Hill,51.45123,-2.53289,Private room,25,1,1,2017-12-08,0.02,2,104
21763280,Room in new warehouse-convert flat by waterfront.,154321007,Henry,,Central,51.44927,-2.59008,Private room,55,1,134,2019-11-26,3.67,1,38
21797474,7 Southover Close Westbury On Trym Bristol,158665944,Victoria,,Westbury-on-Trym & Henleaze,51.49872,-2.61977,Private room,50,5,0,,,1,100
21802024,Entire property in Bristol close to UWE/MOD/Town,146631425,Keith,,Frome Vale,51.48964,-2.54197,Entire home/apt,60,2,114,2020-01-02,3.08,1,46
21845207,FunkyVan,36473704,Bego,,Easton,51.45629,-2.5553,Private room,25,1,64,2018-08-22,2.12,2,341
21875622,Muller House apartment,121669394,Matt,,Bishopston & Ashley Down,51.47737,-2.57994,Private room,80,4,0,,,1,364
21878988,Beautiful Harbourside Central Victorian House,6788741,Max,,Hotwells & Harbourside,51.45031,-2.61857,Entire home/apt,203,2,219,2019-08-05,5.71,1,172
21882049,Coronavirus FREE lovely  double bedroom ....,159626669,Joan,,Westbury-on-Trym & Henleaze,51.48982,-2.62187,Private room,30,2,17,2020-09-11,0.41,3,103
21923106,"Spacious, lovely double rm in stylish & comfy home",21869652,Josie,,Lawrence Hill,51.45239,-2.55952,Private room,45,2,40,2021-05-30,0.94,2,70
21962768,Cosy double bedroom,58208888,Dominique,,Hillfields,51.4787,-2.51566,Private room,45,2,1,2019-06-05,0.04,1,0
22084020,Apartment Double Bed with en-suite - Shirehampton,161321915,Don,,Avonmouth & Lawrence Weston,51.49123,-2.67772,Private room,25,2,4,2018-03-02,0.10,1,257
22154299,"Modern, fresh & spacious apartment with parking",236481623,Mairead,,Southville,51.44405,-2.5904,Entire home/apt,139,2,245,2019-11-29,6.20,16,230
22238632,Prince Street Studio 11,65192629,Hopewell,,Central,51.45135,-2.59738,Entire home/apt,84,1,45,2018-08-12,1.17,122,37
22477747,Wonderful private flat with free on-street parking,9172761,(Email hidden by Airbnb),,Bishopston & Ashley Down,51.48007,-2.58025,Entire home/apt,50,2,289,2018-11-03,6.81,2,11
22495628,"higgihaus (#46, 2-3 Bed ). Small Groups. Hip Location. Sleeps 4 - 6.",164934575,Luke,,Clifton Down,51.46629,-2.60794,Entire home/apt,251,1,71,2021-07-11,1.66,12,197
22501693,"Own floor & entrance nr TMeads, Bristol",88960846,Michelle,,Windmill Hill,51.44297,-2.58055,Private room,55,1,234,2019-02-18,6.57,1,115
22575887,Artist's Townhouse with Views of Victoria Park,48405037,Johnny,,Windmill Hill,51.44072,-2.58941,Private room,34,1,55,2021-05-02,1.38,2,3
22596557,"Comfortable room in peaceful, accessible location",8092256,Robin,,Stoke Bishop,51.48192,-2.63157,Private room,35,2,8,2019-11-10,0.20,1,253
22625158,"Family friendly 5 bed, a short walk to Bristol",42363082,Matt,,Windmill Hill,51.43921,-2.57659,Entire home/apt,118,7,6,2019-08-13,0.17,1,189
22665199,Suite 1 at 31 Meridian Suites - Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,76,1,58,2019-04-09,1.56,122,157
22665306,Suite 2 at 31 Meridian - Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,84,1,72,2019-07-30,2.08,122,154
22665590,Suite 3 at 31 Meridian - Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,84,1,48,2018-11-17,1.35,122,145
22665648,Suite 4 at 31 Meridian- Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,91,1,106,2019-09-06,2.55,122,266
22666489,Suite 5 at 31 Meridian Suites- Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,93,1,201,2019-08-13,12.08,122,146
22666598,Suite 6 at 31 Meridian Suites- Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,76,1,92,2019-10-22,2.26,122,271
22666722,Suite 7 at 31 Meridian- Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,95,1,53,2019-06-27,1.33,122,177
22667609,Suite 8 at 31 Meridian- Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Entire home/apt,95,1,93,2021-01-28,2.34,122,119
22667854,Suite 9 at 31 Meridian- Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,76,1,41,2018-09-01,0.97,122,216
22683171,Lovely Room in Excellent Bristol Location,35097126,David And Jill,,Bishopston & Ashley Down,51.48658,-2.58688,Private room,37,1,51,2020-03-12,1.52,1,13
22724768,"Clean, stylish and lovely 2 bedroom house w/garden",21869652,Josie,,Easton,51.4521,-2.55936,Entire home/apt,145,2,18,2021-05-04,0.43,2,62
22757193,Bristol norfolk guest house,168084304,Kurtis,,Horfield,51.49024,-2.58521,Hotel room,60,30,5,2020-04-30,0.12,3,179
22761591,"Avon Side Guest Hse, Grand Victorian Villa",118350901,Alison,,Southville,51.44608,-2.6037,Hotel room,70,1,107,2020-03-15,2.99,6,0
22813790,Central Haven,28931720,Sarah,,Ashley,51.46359,-2.58807,Private room,37,2,57,2021-06-20,2.16,2,55
22899007,The Beeches,169487963,Christine,,Brislington East,51.4318,-2.53583,Entire home/apt,1100,2,47,2019-07-28,1.18,1,133
22932847,Fantastic 2 Bedroom City Center Apartment,403430235,James,,Ashley,51.461,-2.58555,Entire home/apt,148,2,51,2020-04-09,1.39,14,215
22935217,Ideal base for exploring Bristol and Bath,23763156,Holly,,Brislington West,51.44326,-2.56721,Private room,55,1,98,2019-05-17,2.70,1,165
22984209,Three bedroom maisonette near Bristol Harbourside,43800815,Olivia,,Southville,51.44148,-2.59932,Entire home/apt,79,3,238,2019-07-12,8.53,3,0
23003996,Beautiful room on the Top Floor of Artistic House,87714363,Hilary,,Central,51.46357,-2.59141,Private room,50,2,24,2018-07-22,1.00,2,43
23035878,Spacious self-contained attic with en suite,170938785,Sarah,,Frome Vale,51.48816,-2.548,Private room,35,1,226,2018-02-22,6.59,1,110
23083602,Private room close to Cabot Circus&City Centre,15752742,Irene & Jorge,,Lawrence Hill,51.45856,-2.57803,Private room,41,1,57,2019-09-16,1.52,1,296
23098727,Outstanding Stylish Townhouse in Prime Location,15166604,Fran,,Cotham,51.46488,-2.60219,Entire home/apt,201,2,20,2019-05-19,0.49,1,264
23247590,Clifton Coach House With Off Street Secure Parking,6316569,Joe,,Clifton,51.45627,-2.61156,Entire home/apt,79,7,26,2020-03-06,0.67,1,89
23286595,Elegant 1 bed Clifton Down flat with parking,173342713,Andie,,Clifton Down,51.46518,-2.60744,Entire home/apt,78,28,51,2019-07-07,1.53,1,91
23318092,Funky flat in the heart of Bristol - free parking,173644205,Charlie,,Ashley,51.46284,-2.58377,Entire home/apt,119,1,191,2020-10-05,5.07,1,0
23320983,Spacious loft room overlooking nature reserve!,38990681,Martyn,,Eastville,51.47308,-2.55172,Private room,31,1,37,2019-04-21,0.93,1,73
23324294,Riverside Apartments - yourapartment,125651447,Your Apartment,,Central,51.4529,-2.59273,Entire home/apt,134,1,17,2021-06-05,0.41,75,308
23342066,Harp Heaven,50360874,Martin,,Easton,51.46818,-2.55436,Entire home/apt,48,1,26,2020-09-20,0.71,1,21
23386414,Kristina's Swedish Harbourside Getaway,65192629,Hopewell,,Hotwells & Harbourside,51.4491,-2.60675,Entire home/apt,154,1,33,2018-08-27,0.84,122,0
23455451,MyCityHaven | Apartment in Vibrant St Pauls,51686051,Michael,,Ashley,51.46543,-2.58089,Entire home/apt,119,2,3,2018-10-01,0.09,11,75
23465782,we are a small and cosy dwelling you will relax.,67905653,Margaret,,Hartcliffe & Withywood,51.40816,-2.62298,Shared room,35,1,26,2019-09-25,0.72,2,196
23658661,Hamilton Court 2 Bed Executive Apartment,103965413,Samuel(Your Stay Bristol Ham),,Central,51.46036,-2.5935,Entire home/apt,162,2,4,2021-04-14,0.13,4,329
23674768,Prince Street Studio 3,65192629,Hopewell,,Central,51.4494,-2.59572,Hotel room,84,1,39,2018-08-12,0.99,122,85
23680999,Lovely 1 bedroom garden flat in St George,19368681,Simon,,St George Central,51.45926,-2.53824,Entire home/apt,35,3,19,2019-10-13,0.47,1,39
23683039,3 bed upside down house with views & ample parking,4881422,Lorraine,,Bishopston & Ashley Down,51.47619,-2.57931,Entire home/apt,190,2,36,2019-07-07,0.91,1,47
23693305,Chic One Bed Apartment in Clifton,65192629,Hopewell,,Clifton Down,51.46057,-2.61189,Entire home/apt,84,2,121,2021-03-15,3.53,122,20
23709418,Loft Apartment in Historic Building in Quiet Central Setting,31702286,Felix,,Hotwells & Harbourside,51.45461,-2.60294,Entire home/apt,138,1,143,2021-05-23,4.13,1,115
23758696,Large Garden apartment - Clifton,125651447,Your Apartment,,Clifton,51.45554,-2.61163,Entire home/apt,200,1,37,2019-09-20,1.07,75,322
23761061,Sunny double near the lively Glos Rd,39420240,Tulin,,Bishopston & Ashley Down,51.48363,-2.58069,Private room,30,1,21,2019-07-29,0.52,1,125
23779479,Small home where you can relax.and enjoy yourself,67905653,Margaret,,Hartcliffe & Withywood,51.40731,-2.6236,Private room,25,1,41,2019-06-09,1.19,2,196
23801196,Easton's Little Secret,90006015,Alistar,,Easton,51.46628,-2.56217,Entire home/apt,46,1,190,2019-09-27,5.72,1,313
23801290,The Crafty Cow-Double Comfort Ensuite with Shower,178585719,Graham,,Horfield,51.49336,-2.58234,Private room,73,1,2,2021-04-26,0.07,2,344
23801935,The Crafty Cow-Double Standard Ensuite with Shower,178585719,Graham,,Horfield,51.49315,-2.58273,Private room,82,1,3,2021-04-18,0.09,2,356
23804004,The Old Dutch - Your Apartment,125651447,Your Apartment,,Clifton Down,51.46089,-2.61024,Entire home/apt,208,1,23,2020-10-25,0.58,75,313
23877506,Warm & Comfortable room - centrally located,2401201,Jane,,Avonmouth & Lawrence Weston,51.49921,-2.69774,Private room,30,2,58,2019-09-08,1.64,2,81
23940228,Grand Victorian Apartment in Sought-After Clifton,146640302,Martyn,,Clifton Down,51.46347,-2.61532,Entire home/apt,109,1,177,2021-06-12,5.32,1,275
24018580,Spacious Apt with central location & Queen Bed,32862540,Patrycja,,Central,51.45457,-2.59276,Entire home/apt,103,2,90,2019-12-03,2.33,9,127
24055957,"Charming Cosy Coach House in Fishponds, Bristol",403430235,James,,Hillfields,51.46703,-2.51514,Entire home/apt,71,5,25,2021-05-02,0.90,14,335
24173958,Wonderful 2 Bedroom Bristol Home - Sleeps 4,5295772,Willy,,Bedminster,51.44046,-2.60179,Entire home/apt,167,50,9,2018-10-12,0.23,1,176
24176319,Redlands Garden Ranch,12386872,Stasia,,Cotham,51.47015,-2.60691,Entire home/apt,109,6,32,2019-09-09,1.24,1,253
24198779,Prince Street Studio 2,65192629,Hopewell,,Central,51.45049,-2.59586,Hotel room,81,1,38,2018-10-21,1.74,122,41
24216933,Prince Street Studio 5,65192629,Hopewell,,Central,51.44892,-2.59738,Entire home/apt,68,1,49,2020-08-12,1.36,122,344
24217586,Prince Street Studio 1,65192629,Hopewell,,Central,51.44919,-2.59763,Private room,84,1,27,2020-02-09,0.72,122,97
24218509,Prince Street Studio  4,65192629,Hopewell,,Central,51.45024,-2.59774,Entire home/apt,81,1,136,2021-05-05,4.14,122,50
24218715,Prince Street Studio 6,65192629,Hopewell,,Central,51.45001,-2.59577,Entire home/apt,84,1,43,2019-07-07,1.41,122,54
24219138,Prince Street Studio 8,65192629,Hopewell,,Central,51.44897,-2.59759,Entire home/apt,68,1,116,2020-01-12,4.91,122,147
24219386,Prince Street Studio 9,65192629,Hopewell,,Central,51.44891,-2.59696,Hotel room,84,1,6,2020-02-19,0.26,122,47
24219492,Prince Street Studio 10,65192629,Hopewell,,Central,51.44946,-2.5972,Entire home/apt,84,1,30,2019-06-11,0.79,122,0
24238429,★Bohemian Bedroom ★Garden★ Vibrant Art Quarter★,77416781,Oliver,,Cotham,51.46769,-2.59288,Private room,36,1,112,2019-07-11,3.02,1,304
24241947,"City centre, 2 bedroom with garden on Portland sq",3877537,Mel,,Ashley,51.46126,-2.58598,Entire home/apt,80,2,64,2020-06-04,3.43,1,3
24242456,Lovely Relaxing Bishopston Victorian Family Home,4839930,Patrick,,Ashley,51.47509,-2.58312,Entire home/apt,129,3,15,2021-06-03,0.65,1,18
24257440,"Lovely studio in central Bristol, artistic side..",182900839,Annette,,Redland,51.47626,-2.59443,Entire home/apt,153,2,13,2021-05-25,0.34,2,1
24261328,Cosy double room in-between centre and airport.,44979965,Chris,,Bedminster,51.43227,-2.62582,Private room,45,1,4,2020-02-18,0.10,2,243
24265888,Victoria Park double bedroom,5729625,Ben,,Windmill Hill,51.43905,-2.58361,Private room,25,3,36,2020-02-23,1.17,1,44
24317219,Norfolk guest house single,168084304,Kurtis,,Horfield,51.49007,-2.58541,Hotel room,49,5,2,2019-09-29,0.11,3,364
24374815,Cosy En-suite room in Clifton,31085128,Damian,,Clifton Down,51.46797,-2.61635,Private room,50,2,86,2020-08-09,2.22,1,114
24388910,The Castle - yourapartment,125651447,Your Apartment,,Central,51.4541,-2.59214,Entire home/apt,130,1,9,2020-09-27,0.23,75,319
24456335,"Comfy, great nights sleep in Bristol",63388767,Samantha,,Avonmouth & Lawrence Weston,51.48889,-2.67124,Private room,30,1,16,2020-01-01,0.41,2,149
24511799,Spacious house opposite a lovely park.,15918759,Michael,,Windmill Hill,51.4383,-2.58764,Entire home/apt,120,3,4,2019-08-05,0.11,1,13
24552065,Deluxe Townhouse Next to Cabot Circus,7659170,Yvonne,,Ashley,51.46114,-2.58555,Entire home/apt,155,1,116,2019-05-30,3.16,2,31
24562587,CENTRAL - FREE PARKING - STYLISH APT - SPOTLESS,185582135,Simon,,Central,51.45543,-2.59924,Entire home/apt,100,1,420,2020-01-05,11.78,1,45
24695216,Belmont - yourapartment,125651447,Your Apartment,,Central,51.45308,-2.59733,Entire home/apt,130,1,10,2020-11-01,0.26,75,230
24711575,Urban Paradise... PETS TO FEED! **SPECIAL RATE**,18414383,Jess,,Hotwells & Harbourside,51.45475,-2.60615,Entire home/apt,98,14,10,2019-02-24,0.27,2,106
24713264,Gorgeous Georgian House with garden in Bristol.,8529673,Helen,,Ashley,51.46862,-2.58495,Entire home/apt,299,3,14,2018-08-13,0.37,1,29
24722526,What a view too!,27909992,Jeremy,,St George Troopers Hill,51.45335,-2.53453,Private room,20,1,32,2018-09-16,1.08,2,72
24753550,Beautiful House in Bristol with Garden,403430235,James,,St George West,51.45989,-2.55381,Entire home/apt,106,2,15,2021-05-23,0.38,14,332
24777669,Gorgeous & Light Victorian Home - Private Garden,156091437,Heather,,Ashley,51.47199,-2.57511,Entire home/apt,92,2,75,2020-10-12,1.96,1,6
24803744,Family town house in Bristol,17886038,Nik,,Bishopston & Ashley Down,51.47931,-2.58081,Entire home/apt,120,5,0,,,1,15
24890865,Double room close to City Centre,79009580,Kate,,Lawrence Hill,51.45687,-2.56525,Private room,29,2,15,2020-02-26,0.41,3,258
25063942,Picture House Apartments on Whiteladies Road,65192629,Hopewell,,Clifton Down,51.46232,-2.60886,Hotel room,93,1,43,2018-11-04,2.73,122,0
25100991,"Spacious, Peaceful Garden-Facing Bedroom",90182477,Lisa,,Westbury-on-Trym & Henleaze,51.4839,-2.59962,Private room,28,1,78,2018-09-15,2.27,2,91
25103488,Lovely 2 bedroom flat close to city centre,79009580,Kate,,Lawrence Hill,51.45856,-2.5653,Entire home/apt,68,6,47,2019-06-15,2.50,3,220
25290797,Heart of Old Town Two bedroom apartment,32862540,Patrycja,,Central,51.45558,-2.59238,Entire home/apt,113,2,54,2019-12-19,1.43,9,132
25364964,Four person newly refurbished en suite room,118350901,Alison,,Southville,51.44578,-2.60261,Hotel room,65,1,116,2019-11-28,3.94,6,0
25416185,Delightful attic space across 2 double rooms/snug,191845825,Laura,,Lawrence Hill,51.46705,-2.56737,Private room,44,2,46,2020-10-09,1.21,1,356
25424957,Beautiful large Clifton townhouse,78762235,Anna,,Clifton,51.45336,-2.62444,Entire home/apt,350,3,18,2021-05-27,0.95,1,271
25527787,Central retreat,134817141,Demetris,,Ashley,51.46025,-2.58966,Entire home/apt,65,1,77,2019-12-22,2.10,1,199
25569542,Beautiful two bedroom house in vibrant Easton,46314097,Anna,,Lawrence Hill,51.46408,-2.56591,Entire home/apt,123,2,12,2019-01-31,0.32,1,24
25616612,Casita Paraiso Eco Chalet,98828449,Anita,,Ashley,51.46839,-2.58557,Entire home/apt,46,2,135,2019-02-28,3.99,1,138
25623108,City of Bristol Home with a View,18742177,Anna,,Cotham,51.46501,-2.59021,Entire home/apt,97,2,75,2020-03-15,2.12,1,37
25820166,"Windmill Hill- spacious, sunny, comfortable room",7090922,Penny,,Windmill Hill,51.43883,-2.59466,Private room,48,1,76,2019-07-21,3.06,1,224
25901820,"Bright, Spacious Gem in Heart of Bristol!",194649289,Sande,,Ashley,51.46529,-2.58806,Entire home/apt,126,2,75,2020-03-12,2.18,1,276
25908248,Stylish 2 Bed * Stunning Open-Plan Space * Garden,17109598,Anna,,Ashley,51.46783,-2.58695,Entire home/apt,167,2,24,2019-08-18,0.64,1,0
25908808,Stylish city centre Penthouse Apartment + parking,194709390,Louise,,Central,51.45165,-2.59271,Entire home/apt,170,1,322,2021-05-14,8.95,1,128
25910822,"Roof garden flat, Royal York Crescent (Room)",34677671,Thomas,,Clifton,51.45533,-2.61957,Private room,28,1,126,2020-09-29,3.47,2,5
25967696,Hamilton Court 1 Bed Superior Apartment,103965413,Samuel(Your Stay Bristol Ham),,Central,51.46036,-2.5935,Entire home/apt,117,1,16,2020-09-02,0.45,4,347
25967724,Hamilton Court 2 Bed Superior Apartment,103965413,Samuel(Your Stay Bristol Ham),,Central,51.46085,-2.59275,Entire home/apt,176,1,7,2021-06-28,0.30,4,314
25969056,Spacious basement flat in the heart of Clifton.,22996582,Jonathan,,Clifton Down,51.46107,-2.61358,Entire home/apt,55,3,24,2019-07-24,0.66,1,2
25993140,Hamilton Court 1.5 Bedroom Apartment,103965413,Samuel(Your Stay Bristol Ham),,Central,51.46036,-2.5935,Entire home/apt,158,1,5,2021-06-08,0.21,4,343
26026492,"The Barley Mow, centrally located 3 bed apartment",195602842,Domhnaill,,Lawrence Hill,51.45219,-2.57833,Entire home/apt,173,1,109,2019-08-23,3.08,1,147
26027311,Entire Flat - in Gorgeous New Quiet Eco-Build,5732061,Celine,,Ashley,51.46879,-2.58045,Entire home/apt,99,1,37,2021-06-01,0.99,1,1
26118967,Bright comfortable house in trendy neighbourhood,5210613,Josephine,,Ashley,51.47025,-2.57279,Entire home/apt,30,30,2,2020-08-07,0.10,1,184
26383914,"Quiet, spacious period house in Redland",197909305,Andy,,Cotham,51.46938,-2.60413,Entire home/apt,193,3,37,2019-07-22,1.19,1,30
26511690,The Clarence - No1 - Your Apartment,125651447,Your Apartment,,Lawrence Hill,51.45911,-2.58348,Entire home/apt,131,1,10,2021-06-08,0.48,75,194
26635769,"Spacious period family home in Bishopston, Bristol",30487611,Michelle,,Redland,51.47526,-2.59277,Entire home/apt,146,1,31,2019-04-12,0.88,1,124
26703717,Light single bedroom Victorian house nr University,45194983,Martha,,Cotham,51.46439,-2.60407,Private room,35,2,49,2021-05-06,2.06,1,131
26775544,Berkeley Sq Pads 5 - yourapartment,125651447,Your Apartment,,Hotwells & Harbourside,51.45566,-2.60695,Entire home/apt,119,1,38,2020-07-11,1.04,75,311
26787293,Private room in South Bristol,200299279,Charles,,Filwood,51.42273,-2.58033,Private room,24,3,16,2021-06-26,0.50,1,17
26808715,Berkeley Sq Pads 6 - yourapartment,125651447,Your Apartment,,Hotwells & Harbourside,51.45424,-2.60751,Entire home/apt,112,1,10,2021-06-20,0.31,75,326
26903330,Family home in Bedminster,7562096,Zoe,,Bishopsworth,51.42967,-2.60756,Private room,25,1,64,2019-06-11,1.75,1,43
26931565,No 53. Boho House,12629325,Daisy,,St George West,51.46107,-2.55156,Private room,58,3,10,2019-10-12,0.28,1,63
26956159,City flat close to restaurants and bars,21641649,Jo,,Bishopston & Ashley Down,51.4753,-2.58963,Entire home/apt,88,2,32,2021-07-11,1.24,1,50
26974173,Beaufort House 2 Bedroom Executive Apartment,201996822,Samuel (YSB Beaufort House),,Clifton Down,51.46466,-2.61723,Entire home/apt,196,1,19,2021-04-15,0.53,3,128
26974850,Beaufort House 2 Bedroom Superior Apartment,201996822,Samuel (YSB Beaufort House),,Clifton Down,51.46466,-2.61723,Entire home/apt,202,1,4,2021-06-28,0.14,3,35
26986217,Vintage room available St Nicholas Markets (32),54503007,Patrick,,Central,51.45349,-2.59331,Private room,44,1,196,2020-10-04,6.03,7,308
26986486,Retro vintage room in Bristol centre (31),54503007,Patrick,,Central,51.45339,-2.59216,Private room,44,1,163,2019-08-18,5.37,7,309
26991056,Small double bed in modern 3 bed house with gym,16411889,Peter,,Southville,51.44286,-2.61593,Private room,40,1,45,2021-07-04,1.36,2,47
27004486,Revamped Flat in Georgian Heritage Home,199783633,Kate,,Hotwells & Harbourside,51.45384,-2.607,Entire home/apt,99,2,145,2019-09-15,5.34,1,109
27021221,Double bedroom en-suite in Stoke Bishop,19325448,Inge,,Stoke Bishop,51.48206,-2.64231,Private room,50,2,8,2020-10-19,0.25,1,91
27043484,City Of Bristol Loft Space,53437015,Simon,,Knowle,51.43811,-2.57402,Private room,35,1,37,2021-07-01,1.45,1,34
27071310,Cosy double room in St Andrews with lovely garden,116218968,Daniel,,Ashley,51.46985,-2.59066,Private room,42,1,8,2019-12-18,0.22,2,134
27123784,"6  or 7 bedroom flat, city centre Stag/Hen welcome",54503007,Patrick,,Central,51.45354,-2.59283,Entire home/apt,500,1,37,2021-06-06,1.03,7,304
27130712,higgihaus Apartment (#26). Cool. Quirky. Stylish. Awesome Central Location.,164934575,Luke,,Central,51.45947,-2.58416,Entire home/apt,71,1,97,2020-03-08,2.87,12,4
27135841,higgihaus Apartment (#23). Cool. Quirky. Stylish. Awesome Central Location.,164934575,Luke,,Ashley,51.46061,-2.58486,Entire home/apt,71,1,66,2019-08-04,2.85,12,0
